Date,Customer,Country,Product,Business_Line,Sales_Amount,Sales_Amount_Target,Sales_Margin,Sales_Quantity
2010-11-07 00:00:00,Suban,India,S15_1682,Motarcycles,11457,12873,42,70
2009-06-14 00:00:00,Kishan,Switzerland,S14_1681,Motarcycles,11220,19019,19,50
2011-04-06 00:00:00,Kiran,Netherlands,S15_1682,Motarcycles,9038,13149,10,33
2008-01-07 00:00:00,Ravi,Netherlands,S14_1681,Truks And Buses,4543,19601,38,6
2011-06-18 00:00:00,Snidha,Switzerland,S14_1681,Vintage cars,5278,7011,45,80
2006-12-09 00:00:00,Ramu,Netherlands,S11_1679,Ships,5438,12386,13,80
2011-09-18 00:00:00,Iliyaz,Brazil,S13_1681,Truks And Buses,10523,8795,46,70
2011-05-15 00:00:00,Kalyan,Brazil,S15_1682,Motarcycles,5618,12736,25,76
2006-11-13 00:00:00,Praveen,France,S14_1681,Classic cars,3049,18677,48,16
2008-12-24 00:00:00,Abhi,France,S14_1681,Plans,11477,19936,36,12
2008-11-09 00:00:00,Vijay,Switzerland,S15_1682,Truks And Buses,6759,14583,12,28
2007-06-24 00:00:00,Ravi,India,S16_1683,Truks And Buses,4996,5034,28,34
2008-11-14 00:00:00,Ravi,Netherlands,S14_1681,Motarcycles,5143,17263,15,41
2006-01-13 00:00:00,Suban,Brazil,S11_1679,Trains,8746,16861,30,36
2007-07-21 00:00:00,Kishan,Netherlands,S16_1683,Ships,11786,17049,40,62
2008-05-18 00:00:00,Ramu,Brazil,S12_1680,Motarcycles,11736,16197,12,80
2008-09-25 00:00:00,Mahesh,Switzerland,S12_1680,Plans,6033,18386,50,9
2009-03-10 00:00:00,Suban,Australia,S16_1683,Truks And Buses,4123,7405,26,35
2007-09-16 00:00:00,Mahesh,Germany,S10_1678,Trains,11409,5550,23,33
2007-10-05 00:00:00,Shafi,Brazil,S13_1681,Plans,10001,12216,32,48
2005-12-16 00:00:00,Raja,India,S11_1679,Motarcycles,5164,16439,13,44
2006-08-02 00:00:00,Snidha,India,S16_1683,Vintage cars,11863,12117,38,5
2008-05-28 00:00:00,Raja,France,S11_1679,Truks And Buses,8056,13122,49,76
2006-07-18 00:00:00,Abhi,Netherlands,S13_1681,Truks And Buses,8381,19462,23,67
2007-11-10 00:00:00,Iliyaz,Germany,S12_1680,Vintage cars,6908,11335,41,6
2009-09-24 00:00:00,Kishan,Netherlands,S13_1681,Motarcycles,10340,18727,24,59
2010-01-11 00:00:00,Vijay,Germany,S10_1678,Vintage cars,10091,17179,21,36
2007-02-14 00:00:00,Suban,India,S10_1678,Plans,3171,15037,28,77
2007-11-04 00:00:00,Raja,Australia,S14_1681,Classic cars,11180,6436,41,77
2009-01-20 00:00:00,Kiran,Brazil,S12_1680,Classic cars,10210,17707,29,42
2008-02-12 00:00:00,Kiran,Switzerland,S15_1682,Motarcycles,3901,13377,22,13
2008-05-03 00:00:00,Ravi,Austria,S12_1680,Ships,11326,8669,46,51
2009-03-01 00:00:00,Snidha,Switzerland,S11_1679,Ships,4929,6933,16,22
2009-12-09 00:00:00,Suban,Canada,S15_1682,Classic cars,8598,16722,11,31
2010-09-14 00:00:00,Shafi,Austria,S10_1678,Vintage cars,8084,12961,18,49
2007-01-25 00:00:00,Mahesh,France,S13_1681,Truks And Buses,11525,14994,30,48
2006-05-28 00:00:00,Praveen,India,S16_1683,Truks And Buses,9227,17746,15,25
2009-01-02 00:00:00,Raja,Switzerland,S12_1680,Motarcycles,5807,5591,15,24
2010-01-11 00:00:00,Vijay,Brazil,S11_1679,Ships,11961,16357,36,17
2005-03-14 00:00:00,Kalyan,Netherlands,S15_1682,Trains,5213,13607,20,35
2011-06-07 00:00:00,Suban,India,S16_1683,Ships,10115,5299,48,33
2011-05-20 00:00:00,Kishan,Australia,S15_1682,Classic cars,7015,15448,28,21
2005-04-26 00:00:00,Kalyan,India,S10_1678,Plans,8122,18701,34,71
2009-07-14 00:00:00,Mahesh,Canada,S13_1681,Vintage cars,9705,14778,31,6
2005-12-06 00:00:00,Snidha,Austria,S15_1682,Plans,4156,8787,25,79
2010-12-28 00:00:00,Kalyan,Switzerland,S15_1682,Truks And Buses,7024,15989,22,40
2005-01-07 00:00:00,Kiran,Netherlands,S11_1679,Motarcycles,9974,5612,37,73
2009-01-11 00:00:00,Vijay,Brazil,S12_1680,Vintage cars,9016,9938,38,37
2006-03-12 00:00:00,Praveen,Australia,S11_1679,Trains,8475,18157,25,43
2007-08-09 00:00:00,Abhi,Germany,S14_1681,Trains,3991,6983,31,22
2005-01-09 00:00:00,Vijay,Austria,S12_1680,Vintage cars,9460,12861,14,12
2010-10-03 00:00:00,Praveen,Australia,S16_1683,Truks And Buses,8377,11915,45,28
2009-11-02 00:00:00,Ramu,India,S11_1679,Classic cars,3535,14039,41,42
2006-10-27 00:00:00,Snidha,France,S15_1682,Plans,6556,13088,46,19
2010-05-01 00:00:00,Mahesh,Germany,S12_1680,Ships,5328,16818,30,31
2012-10-04 00:00:00,Mahesh,India,S15_1682,Classic cars,5300,8440,50,25
2010-05-25 00:00:00,Mahesh,India,S16_1683,Ships,4999,14296,20,52
2009-12-16 00:00:00,Suban,Germany,S14_1681,Plans,5123,10980,31,13
2008-03-03 00:00:00,Mahesh,Brazil,S13_1681,Truks And Buses,5193,17140,44,20
2005-12-15 00:00:00,Raja,India,S12_1680,Classic cars,10033,11373,32,40
2005-09-05 00:00:00,Ravi,Australia,S15_1682,Truks And Buses,11035,17595,28,15
2012-07-20 00:00:00,Kiran,Austria,S13_1681,Classic cars,7456,11380,41,63
2011-09-12 00:00:00,Raja,Brazil,S12_1680,Vintage cars,6804,19546,38,57
2012-08-28 00:00:00,Iliyaz,Netherlands,S10_1678,Vintage cars,10636,12596,42,73
2011-07-10 00:00:00,Suban,Netherlands,S13_1681,Truks And Buses,10121,8515,49,61
2007-07-04 00:00:00,Vijay,India,S13_1681,Classic cars,9769,17454,20,26
2011-11-23 00:00:00,Ravi,Germany,S11_1679,Ships,5199,13783,47,73
2012-11-16 00:00:00,Ravi,Brazil,S16_1683,Vintage cars,9608,14588,34,16
2012-10-02 00:00:00,Kalyan,Austria,S16_1683,Ships,10409,12860,22,61
2011-12-01 00:00:00,Ravi,Australia,S12_1680,Motarcycles,7503,11081,29,62
2005-05-05 00:00:00,Snidha,Switzerland,S14_1681,Vintage cars,11073,8308,10,32
2006-05-08 00:00:00,Ramu,Australia,S11_1679,Trains,3823,10881,40,64
2008-03-23 00:00:00,Kalyan,Canada,S11_1679,Truks And Buses,4188,13455,16,52
2006-07-28 00:00:00,Kalyan,France,S15_1682,Plans,6303,10282,17,35
2010-08-24 00:00:00,Kishan,Australia,S12_1680,Classic cars,6419,12284,48,19
2005-05-19 00:00:00,Iliyaz,Australia,S11_1679,Trains,5886,6625,20,5
2009-06-06 00:00:00,Iliyaz,Australia,S16_1683,Trains,4327,12139,10,74
2009-11-03 00:00:00,Raja,France,S13_1681,Truks And Buses,11978,12080,37,69
2006-05-18 00:00:00,Kalyan,India,S14_1681,Classic cars,8801,6014,29,79
2006-08-26 00:00:00,Ravi,Switzerland,S15_1682,Trains,11920,15667,40,44
2009-08-26 00:00:00,Mahesh,India,S12_1680,Ships,5619,8671,38,48
2006-12-20 00:00:00,Iliyaz,Germany,S14_1681,Truks And Buses,8708,5012,12,41
2005-07-04 00:00:00,Kishan,Canada,S16_1683,Trains,8434,13340,10,11
2008-12-21 00:00:00,Kishan,Canada,S13_1681,Motarcycles,4744,11736,22,66
2008-06-18 00:00:00,Ravi,Germany,S10_1678,Ships,3407,5738,41,11
2005-03-15 00:00:00,Kalyan,France,S13_1681,Ships,5314,7540,43,54
2007-01-13 00:00:00,Ravi,France,S16_1683,Truks And Buses,9965,5483,25,38
2011-04-02 00:00:00,Suban,India,S10_1678,Classic cars,10772,14525,16,22
2012-01-12 00:00:00,Suban,Germany,S15_1682,Classic cars,9989,18389,47,39
2008-09-19 00:00:00,Iliyaz,Brazil,S11_1679,Truks And Buses,9486,18654,17,77
2008-08-27 00:00:00,Shafi,France,S13_1681,Plans,9918,17042,36,45
2006-06-04 00:00:00,Iliyaz,Australia,S14_1681,Vintage cars,5758,12829,35,71
2007-11-20 00:00:00,Raja,France,S12_1680,Truks And Buses,6490,18219,30,61
2011-01-03 00:00:00,Kiran,India,S12_1680,Vintage cars,4261,6430,21,46
2008-01-03 00:00:00,Kalyan,Switzerland,S14_1681,Motarcycles,11055,18912,37,10
2011-11-11 00:00:00,Suban,Austria,S16_1683,Vintage cars,10198,10771,34,76
2006-12-06 00:00:00,Abhi,Canada,S16_1683,Trains,8399,19623,37,66
2008-01-26 00:00:00,Snidha,India,S16_1683,Vintage cars,7541,9355,21,49
2006-08-28 00:00:00,Abhi,India,S14_1681,Trains,7671,18796,14,53
2010-01-09 00:00:00,Ramu,Canada,S15_1682,Motarcycles,4380,10108,32,80
2008-05-20 00:00:00,Praveen,Germany,S13_1681,Motarcycles,5202,8694,35,44
2010-11-24 00:00:00,Ramu,Canada,S15_1682,Plans,9981,15793,13,13
2010-12-17 00:00:00,Shafi,Switzerland,S12_1680,Vintage cars,8237,10329,41,37
2008-10-27 00:00:00,Shafi,Brazil,S11_1679,Vintage cars,3695,15438,43,11
2007-02-24 00:00:00,Kalyan,Switzerland,S15_1682,Plans,6577,5871,42,47
2007-03-05 00:00:00,Kiran,Canada,S12_1680,Classic cars,7694,19116,15,43
2012-08-20 00:00:00,Praveen,India,S12_1680,Motarcycles,7924,13315,44,41
2005-06-22 00:00:00,Kishan,Australia,S11_1679,Plans,6461,5326,33,30
2010-09-20 00:00:00,Vijay,France,S13_1681,Trains,5124,14016,11,28
2008-01-17 00:00:00,Raja,France,S15_1682,Trains,4685,18874,34,16
2011-03-15 00:00:00,Kalyan,Canada,S11_1679,Truks And Buses,10202,12467,50,33
2005-02-07 00:00:00,Mahesh,France,S10_1678,Motarcycles,5610,11084,33,38
2010-03-26 00:00:00,Snidha,India,S16_1683,Trains,6820,19168,17,69
2009-09-01 00:00:00,Shafi,Netherlands,S11_1679,Vintage cars,6370,19516,14,9
2006-08-24 00:00:00,Iliyaz,Australia,S12_1680,Vintage cars,4382,11170,12,27
2012-01-10 00:00:00,Praveen,Australia,S14_1681,Motarcycles,8898,7623,50,45
2005-10-03 00:00:00,Raja,France,S16_1683,Plans,10259,9620,28,39
2011-08-28 00:00:00,Kalyan,Netherlands,S16_1683,Ships,5594,15312,23,42
2009-01-16 00:00:00,Vijay,Australia,S14_1681,Plans,7662,18395,29,35
2011-11-05 00:00:00,Abhi,Brazil,S12_1680,Trains,4324,12516,17,77
2008-12-28 00:00:00,Kishan,India,S16_1683,Ships,8176,19239,50,14
2007-11-12 00:00:00,Snidha,Austria,S10_1678,Motarcycles,3635,15543,42,45
2009-03-04 00:00:00,Kishan,France,S11_1679,Vintage cars,11543,12463,19,63
2010-11-12 00:00:00,Abhi,France,S15_1682,Motarcycles,10539,13952,11,61
2008-02-16 00:00:00,Praveen,Australia,S14_1681,Trains,7012,12557,24,80
2008-11-19 00:00:00,Ramu,France,S15_1682,Motarcycles,10003,11028,15,35
2011-09-05 00:00:00,Raja,Canada,S10_1678,Ships,4843,13738,15,18
2008-09-09 00:00:00,Shafi,India,S14_1681,Trains,3374,8702,26,55
2008-02-25 00:00:00,Abhi,Austria,S14_1681,Classic cars,11233,15344,27,66
2011-10-02 00:00:00,Ramu,Austria,S15_1682,Truks And Buses,11108,9262,45,46
2005-06-13 00:00:00,Abhi,Switzerland,S15_1682,Vintage cars,5906,5672,27,53
2008-01-25 00:00:00,Snidha,Germany,S10_1678,Motarcycles,5049,10905,44,21
2006-09-07 00:00:00,Praveen,Austria,S13_1681,Plans,7927,6306,37,71
2012-01-13 00:00:00,Shafi,Brazil,S12_1680,Classic cars,11792,19417,45,61
2007-10-25 00:00:00,Mahesh,Austria,S16_1683,Trains,4046,5632,30,9
2009-11-11 00:00:00,Kishan,Australia,S10_1678,Ships,9875,11182,36,20
2007-02-25 00:00:00,Kishan,Switzerland,S16_1683,Plans,5193,16392,48,59
2006-09-24 00:00:00,Snidha,India,S16_1683,Plans,7180,17650,47,6
2007-04-28 00:00:00,Ramu,Switzerland,S11_1679,Ships,9537,5790,24,62
2010-10-01 00:00:00,Kishan,Germany,S14_1681,Trains,10602,7965,44,21
2010-04-04 00:00:00,Iliyaz,Austria,S16_1683,Classic cars,8588,8475,19,19
2008-06-13 00:00:00,Ramu,Australia,S12_1680,Trains,5012,5112,45,21
2012-09-12 00:00:00,Kishan,Germany,S14_1681,Ships,9553,17986,40,71
2010-03-24 00:00:00,Praveen,Switzerland,S16_1683,Motarcycles,5011,14268,13,17
2009-05-22 00:00:00,Kalyan,Austria,S13_1681,Classic cars,7416,16037,24,25
2005-05-13 00:00:00,Shafi,Australia,S10_1678,Motarcycles,6188,16443,12,9
2007-08-25 00:00:00,Mahesh,Brazil,S15_1682,Classic cars,6166,14473,31,73
2010-08-08 00:00:00,Iliyaz,France,S10_1678,Plans,4309,13583,13,60
2006-04-01 00:00:00,Snidha,France,S14_1681,Classic cars,5788,11724,46,33
2007-03-12 00:00:00,Kalyan,Brazil,S10_1678,Trains,7950,17082,16,70
2011-05-07 00:00:00,Kiran,Netherlands,S12_1680,Motarcycles,3803,13958,20,8
2011-12-25 00:00:00,Ravi,Switzerland,S11_1679,Vintage cars,5685,15931,17,44
2008-09-25 00:00:00,Praveen,France,S14_1681,Motarcycles,3070,19854,46,75
2009-08-12 00:00:00,Iliyaz,Netherlands,S12_1680,Classic cars,6928,18678,46,76
2012-04-08 00:00:00,Ravi,Brazil,S10_1678,Motarcycles,8527,8557,46,75
2009-05-15 00:00:00,Vijay,Canada,S12_1680,Classic cars,6713,12362,11,38
2009-03-08 00:00:00,Iliyaz,Netherlands,S12_1680,Classic cars,11163,10088,27,75
2010-05-03 00:00:00,Mahesh,Netherlands,S15_1682,Vintage cars,5884,12475,50,64
2012-10-20 00:00:00,Ravi,Canada,S16_1683,Ships,5375,18383,41,72
2012-01-05 00:00:00,Iliyaz,Germany,S10_1678,Plans,5118,15542,36,16
2008-10-27 00:00:00,Praveen,Canada,S15_1682,Trains,7745,19791,11,47
2009-02-18 00:00:00,Praveen,Canada,S13_1681,Motarcycles,6159,10114,26,45
2008-10-05 00:00:00,Kishan,Brazil,S13_1681,Vintage cars,8726,13993,36,27
2008-08-05 00:00:00,Mahesh,Canada,S10_1678,Vintage cars,7893,19637,27,12
2010-06-14 00:00:00,Shafi,France,S16_1683,Trains,8075,12216,27,27
2006-10-15 00:00:00,Kiran,Germany,S10_1678,Vintage cars,4832,16095,43,77
2011-02-18 00:00:00,Mahesh,Austria,S14_1681,Classic cars,3329,13617,13,17
2007-04-26 00:00:00,Iliyaz,Austria,S13_1681,Ships,5878,8338,29,59
2005-11-03 00:00:00,Praveen,India,S10_1678,Truks And Buses,8458,18685,21,49
2010-09-13 00:00:00,Snidha,Netherlands,S12_1680,Classic cars,9680,17644,34,70
2009-05-24 00:00:00,Kalyan,France,S11_1679,Ships,6963,8873,34,56
2008-10-20 00:00:00,Vijay,Austria,S10_1678,Truks And Buses,3020,15129,14,44
2006-12-21 00:00:00,Vijay,Brazil,S15_1682,Motarcycles,6476,5548,12,34
2005-09-26 00:00:00,Praveen,France,S10_1678,Classic cars,6668,5156,41,16
2012-02-15 00:00:00,Kalyan,Netherlands,S10_1678,Truks And Buses,10868,12573,28,31
2010-01-23 00:00:00,Raja,India,S11_1679,Ships,5047,10567,44,64
2005-11-24 00:00:00,Ramu,Netherlands,S12_1680,Plans,3609,9698,13,49
2011-04-24 00:00:00,Iliyaz,Canada,S16_1683,Ships,10324,18434,41,15
2009-02-09 00:00:00,Kiran,Switzerland,S11_1679,Plans,4274,14379,18,56
2012-03-25 00:00:00,Vijay,Canada,S10_1678,Classic cars,11087,9115,19,29
2005-03-21 00:00:00,Kiran,Australia,S15_1682,Plans,9450,7015,33,30
2006-01-15 00:00:00,Ravi,Switzerland,S13_1681,Vintage cars,8042,5235,34,25
2005-10-28 00:00:00,Ramu,Australia,S16_1683,Trains,8427,15390,33,39
2012-09-23 00:00:00,Praveen,Germany,S15_1682,Plans,8842,10898,38,28
2011-10-21 00:00:00,Shafi,Netherlands,S15_1682,Plans,11713,6269,38,26
2011-11-17 00:00:00,Snidha,Austria,S15_1682,Trains,9152,14768,12,31
2008-09-11 00:00:00,Ravi,Austria,S12_1680,Motarcycles,7466,5407,22,32
2012-01-20 00:00:00,Praveen,Brazil,S14_1681,Motarcycles,3329,17206,32,39
2008-07-06 00:00:00,Raja,Brazil,S13_1681,Truks And Buses,9586,17001,50,48
2010-07-19 00:00:00,Snidha,Germany,S11_1679,Classic cars,11035,7877,19,55
2012-06-24 00:00:00,Kishan,Canada,S12_1680,Vintage cars,3065,5673,42,43
2012-05-20 00:00:00,Kishan,Netherlands,S14_1681,Truks And Buses,11499,6537,40,41
2009-09-12 00:00:00,Ramu,Brazil,S12_1680,Motarcycles,8159,13464,12,36
2009-07-12 00:00:00,Raja,France,S11_1679,Classic cars,7201,12606,17,57
2007-01-23 00:00:00,Vijay,Australia,S13_1681,Truks And Buses,10696,18351,26,72
2009-12-04 00:00:00,Mahesh,Switzerland,S10_1678,Motarcycles,10030,8711,22,79
2007-02-21 00:00:00,Kishan,India,S12_1680,Classic cars,5608,12114,41,16
2011-03-13 00:00:00,Kalyan,Germany,S12_1680,Ships,4490,5680,13,50
2005-11-26 00:00:00,Raja,India,S14_1681,Ships,9598,15969,33,56
2010-08-06 00:00:00,Snidha,India,S14_1681,Plans,6121,14872,50,34
2008-07-09 00:00:00,Ravi,Brazil,S12_1680,Truks And Buses,9970,18581,45,24
2008-11-27 00:00:00,Iliyaz,India,S10_1678,Plans,7670,10355,44,32
2008-04-27 00:00:00,Suban,Austria,S10_1678,Motarcycles,6637,8083,11,29
2010-07-17 00:00:00,Abhi,Netherlands,S12_1680,Truks And Buses,10263,5571,45,67
2011-11-28 00:00:00,Mahesh,Australia,S10_1678,Ships,7108,16270,36,6
2011-03-12 00:00:00,Ramu,Brazil,S15_1682,Vintage cars,11828,9059,36,59
2008-04-23 00:00:00,Vijay,Australia,S13_1681,Vintage cars,11356,8579,38,41
2011-11-18 00:00:00,Abhi,Germany,S14_1681,Motarcycles,9974,10749,50,62
2007-02-09 00:00:00,Vijay,Canada,S13_1681,Trains,4843,19778,35,55
2008-11-03 00:00:00,Iliyaz,Germany,S15_1682,Ships,8091,8905,36,47
2008-04-07 00:00:00,Vijay,Brazil,S15_1682,Plans,7728,9133,23,49
2009-08-21 00:00:00,Shafi,Netherlands,S14_1681,Trains,3000,17531,17,30
2010-03-03 00:00:00,Iliyaz,Germany,S11_1679,Ships,9240,15306,37,60
2006-12-28 00:00:00,Ramu,Canada,S11_1679,Trains,11868,13969,37,23
2008-02-11 00:00:00,Snidha,Canada,S16_1683,Classic cars,4022,7047,19,54
2006-08-13 00:00:00,Kalyan,Germany,S14_1681,Ships,5698,16857,32,71
2006-11-04 00:00:00,Ravi,India,S14_1681,Trains,11543,16401,19,14
2006-08-08 00:00:00,Kiran,Austria,S13_1681,Ships,4010,5633,47,61
2011-12-02 00:00:00,Raja,India,S10_1678,Motarcycles,5495,6548,29,51
2012-06-15 00:00:00,Iliyaz,Austria,S10_1678,Classic cars,3178,7749,29,66
2008-04-25 00:00:00,Suban,India,S11_1679,Vintage cars,4361,9033,11,80
2005-02-06 00:00:00,Ramu,Switzerland,S11_1679,Truks And Buses,6944,8282,24,66
2011-09-15 00:00:00,Vijay,Netherlands,S11_1679,Ships,6188,9936,15,29
2011-05-03 00:00:00,Abhi,India,S10_1678,Vintage cars,11136,17693,18,5
2008-04-28 00:00:00,Raja,Australia,S11_1679,Motarcycles,6416,15892,25,9
2012-03-10 00:00:00,Kiran,Austria,S12_1680,Plans,8645,12018,47,7
2007-05-21 00:00:00,Snidha,Germany,S10_1678,Classic cars,11724,16870,16,20
2007-12-15 00:00:00,Shafi,Germany,S12_1680,Plans,9906,18106,48,54
2005-11-06 00:00:00,Mahesh,Canada,S11_1679,Ships,6649,18491,11,23
2010-11-22 00:00:00,Suban,France,S12_1680,Trains,9904,12991,32,77
2007-02-04 00:00:00,Kishan,Switzerland,S14_1681,Plans,6438,16167,22,65
2005-11-02 00:00:00,Kiran,Netherlands,S16_1683,Trains,8972,15188,31,23
2009-12-16 00:00:00,Shafi,Brazil,S14_1681,Vintage cars,10809,18085,19,22
2007-11-20 00:00:00,Snidha,Canada,S16_1683,Vintage cars,10943,5773,37,68
2010-01-12 00:00:00,Kalyan,Canada,S14_1681,Truks And Buses,5148,10911,39,45
2005-01-14 00:00:00,Iliyaz,France,S12_1680,Motarcycles,5537,17342,38,34
2005-04-24 00:00:00,Ravi,Canada,S12_1680,Ships,7338,12611,46,30
2008-01-12 00:00:00,Praveen,Austria,S15_1682,Truks And Buses,5082,11159,42,65
2011-02-12 00:00:00,Shafi,France,S10_1678,Ships,9979,13236,37,68
2010-12-16 00:00:00,Ramu,Austria,S15_1682,Classic cars,11161,12062,14,54
2011-04-01 00:00:00,Ravi,Austria,S13_1681,Truks And Buses,7059,18646,29,66
2006-08-20 00:00:00,Mahesh,France,S11_1679,Truks And Buses,5715,11732,14,58
2008-02-11 00:00:00,Abhi,Canada,S15_1682,Trains,9029,18296,16,66
2006-02-20 00:00:00,Vijay,Austria,S13_1681,Plans,7745,14448,42,9
2006-08-07 00:00:00,Ravi,Canada,S14_1681,Trains,10329,17943,49,58
2005-11-17 00:00:00,Abhi,Austria,S12_1680,Truks And Buses,11195,11181,18,72
2007-06-28 00:00:00,Praveen,Austria,S10_1678,Classic cars,4328,19007,36,75
2005-11-12 00:00:00,Suban,Netherlands,S16_1683,Plans,9652,12095,30,10
2011-01-09 00:00:00,Iliyaz,Switzerland,S14_1681,Trains,5411,15915,26,15
2006-02-01 00:00:00,Vijay,Austria,S10_1678,Motarcycles,9482,14133,41,29
2008-03-04 00:00:00,Kiran,Netherlands,S10_1678,Motarcycles,11303,12154,17,32
2009-12-10 00:00:00,Shafi,Australia,S10_1678,Trains,10573,8851,38,47
2008-02-08 00:00:00,Raja,Canada,S16_1683,Vintage cars,3882,10291,25,42
2009-10-15 00:00:00,Iliyaz,Germany,S12_1680,Trains,3214,15978,24,33
2009-08-21 00:00:00,Ramu,India,S13_1681,Motarcycles,11904,14105,38,6
2009-09-09 00:00:00,Snidha,Canada,S14_1681,Truks And Buses,6949,15845,43,68
2010-10-07 00:00:00,Mahesh,France,S13_1681,Plans,9740,8738,21,37
2010-09-24 00:00:00,Ramu,India,S14_1681,Plans,11385,9082,12,19
2012-08-14 00:00:00,Praveen,France,S11_1679,Classic cars,9955,15692,41,31
2009-01-05 00:00:00,Mahesh,Brazil,S12_1680,Trains,11004,6493,12,36
2011-01-13 00:00:00,Raja,Brazil,S13_1681,Plans,7635,6410,12,6
2006-02-08 00:00:00,Iliyaz,Austria,S12_1680,Vintage cars,3928,7610,18,26
2005-07-25 00:00:00,Ramu,France,S11_1679,Truks And Buses,8678,7459,18,58
2006-07-22 00:00:00,Iliyaz,Switzerland,S10_1678,Classic cars,9041,15669,46,70
2008-06-28 00:00:00,Abhi,France,S13_1681,Truks And Buses,3094,14053,37,78
2011-06-17 00:00:00,Kiran,India,S14_1681,Vintage cars,7430,19570,32,54
2012-12-24 00:00:00,Vijay,Brazil,S10_1678,Motarcycles,8330,18268,39,24
2006-01-15 00:00:00,Ramu,France,S10_1678,Truks And Buses,5963,13934,16,73
2006-02-21 00:00:00,Vijay,France,S15_1682,Motarcycles,8240,13222,21,70
2005-08-04 00:00:00,Mahesh,Switzerland,S15_1682,Vintage cars,7873,6993,20,21
2011-07-21 00:00:00,Mahesh,Brazil,S14_1681,Truks And Buses,10566,11099,44,75
2009-04-17 00:00:00,Vijay,Austria,S11_1679,Classic cars,6886,14227,50,72
2005-09-22 00:00:00,Abhi,Australia,S11_1679,Plans,7681,5792,45,42
2006-11-15 00:00:00,Suban,Canada,S11_1679,Truks And Buses,9445,17807,22,21
2006-06-02 00:00:00,Shafi,France,S14_1681,Ships,4672,5881,33,53
2006-11-14 00:00:00,Kiran,Australia,S15_1682,Plans,4960,12238,43,50
2010-08-25 00:00:00,Vijay,Austria,S13_1681,Motarcycles,9428,18636,32,50
2012-02-20 00:00:00,Ramu,Switzerland,S16_1683,Classic cars,6523,11869,35,36
2009-01-07 00:00:00,Raja,Switzerland,S15_1682,Trains,5262,7200,32,74
2012-02-07 00:00:00,Kishan,Netherlands,S12_1680,Classic cars,6493,8443,41,62
2012-02-16 00:00:00,Iliyaz,Australia,S15_1682,Truks And Buses,4934,13385,35,17
2010-12-09 00:00:00,Vijay,Netherlands,S14_1681,Plans,4850,6582,34,69
2005-01-18 00:00:00,Suban,India,S10_1678,Trains,7331,5243,48,67
2009-02-02 00:00:00,Vijay,Netherlands,S10_1678,Motarcycles,7186,6480,40,61
2005-02-25 00:00:00,Kalyan,Switzerland,S14_1681,Ships,4490,15500,38,45
2006-02-15 00:00:00,Vijay,Netherlands,S16_1683,Trains,10205,11726,33,51
2006-03-07 00:00:00,Snidha,Australia,S14_1681,Truks And Buses,8694,17227,40,7
2007-09-27 00:00:00,Iliyaz,Australia,S15_1682,Trains,7322,18424,12,76
2011-01-26 00:00:00,Shafi,Germany,S12_1680,Classic cars,11823,12743,25,70
2006-08-24 00:00:00,Ramu,Brazil,S10_1678,Classic cars,10000,13620,21,20
2009-06-06 00:00:00,Ramu,Canada,S12_1680,Ships,6349,9515,41,11
2006-11-20 00:00:00,Mahesh,Brazil,S14_1681,Motarcycles,10749,18495,37,43
2006-05-15 00:00:00,Kishan,Austria,S11_1679,Truks And Buses,5210,7837,49,76
2006-06-20 00:00:00,Abhi,Netherlands,S15_1682,Vintage cars,10183,11840,10,49
2006-04-14 00:00:00,Abhi,Australia,S11_1679,Vintage cars,7956,18869,26,39
2009-10-01 00:00:00,Vijay,Germany,S11_1679,Plans,9279,14253,42,60
2007-06-25 00:00:00,Iliyaz,Germany,S10_1678,Motarcycles,6172,12659,37,23
2011-09-18 00:00:00,Kiran,Switzerland,S10_1678,Motarcycles,3297,6561,38,26
2010-07-20 00:00:00,Mahesh,Austria,S16_1683,Classic cars,6760,10677,32,14
2012-05-16 00:00:00,Kishan,France,S11_1679,Motarcycles,5350,19780,48,34
2009-01-10 00:00:00,Raja,India,S13_1681,Plans,8155,15515,22,35
2012-07-12 00:00:00,Suban,Canada,S16_1683,Truks And Buses,11643,9039,37,52
2012-07-13 00:00:00,Abhi,Brazil,S10_1678,Motarcycles,8117,9362,43,28
2008-06-03 00:00:00,Kalyan,Germany,S12_1680,Plans,7468,17979,28,38
2009-07-19 00:00:00,Suban,Netherlands,S11_1679,Ships,3200,19306,25,56
2005-01-23 00:00:00,Mahesh,Australia,S13_1681,Truks And Buses,5635,9181,15,29
2009-03-14 00:00:00,Abhi,Switzerland,S14_1681,Motarcycles,6630,13683,11,62
2010-05-24 00:00:00,Suban,India,S10_1678,Truks And Buses,8529,9732,31,60
2005-11-03 00:00:00,Vijay,Switzerland,S16_1683,Motarcycles,3377,16039,21,52
2007-01-06 00:00:00,Iliyaz,India,S14_1681,Truks And Buses,4181,17696,15,61
2005-09-19 00:00:00,Shafi,Brazil,S11_1679,Classic cars,6142,8188,29,80
2008-12-02 00:00:00,Abhi,Switzerland,S10_1678,Vintage cars,5022,6239,44,18
2011-04-13 00:00:00,Praveen,Brazil,S13_1681,Motarcycles,8823,15973,47,15
2005-11-01 00:00:00,Kishan,Germany,S12_1680,Plans,3498,8797,13,28
2010-10-11 00:00:00,Kalyan,Australia,S11_1679,Motarcycles,4901,5344,13,53
2011-01-26 00:00:00,Raja,Brazil,S14_1681,Motarcycles,8735,16951,12,70
